t,d_r0_r1,d_r1_r2,d_r2_r3,d_r3_r4
160.9,1.019,1.842,1.391,6.071
161.0,1.024,1.799,1.388,6.069
161.1,1.028,1.761,1.388,6.068
161.2,1.032,1.727,1.39,6.066
161.3,1.035,1.697,1.394,6.063
161.4,1.038,1.671,1.399,6.061
161.5,1.04,1.649,1.405,6.059
161.6,1.042,1.631,1.411,6.056
161.7,1.044,1.617,1.416,6.054
161.8,1.046,1.606,1.421,6.053
161.9,1.049,1.6,1.425,6.052
162.0,1.053,1.597,1.428,6.052
162.1,1.057,1.597,1.43,6.053
162.2,1.062,1.602,1.431,6.054
162.3,1.066,1.611,1.432,6.056
162.4,1.071,1.622,1.432,6.059
162.5,1.076,1.635,1.43,6.062
162.6,1.081,1.649,1.428,6.067
162.7,1.084,1.661,1.424,6.072
162.8,1.087,1.671,1.418,6.078
162.9,1.089,1.678,1.411,6.086
163.0,1.09,1.681,1.401,6.095
163.1,1.089,1.682,1.391,6.104
163.2,1.089,1.679,1.38,6.114
163.3,1.088,1.673,1.368,6.124
163.4,1.089,1.664,1.356,6.135
163.5,1.09,1.656,1.344,6.146
163.6,1.091,1.65,1.334,6.158
163.7,1.092,1.644,1.324,6.17
163.8,1.093,1.639,1.318,6.182
163.9,1.094,1.636,1.317,6.195
164.0,1.094,1.634,1.319,6.209
164.1,1.095,1.632,1.322,6.22
164.2,1.095,1.631,1.326,6.228
164.3,1.096,1.63,1.33,6.234
164.4,1.096,1.629,1.333,6.238
164.5,1.097,1.629,1.336,6.241
164.6,1.098,1.628,1.338,6.243
164.7,1.098,1.628,1.34,6.244
164.8,1.099,1.627,1.341,6.245
164.9,1.098,1.626,1.341,6.245
165.0,1.098,1.625,1.341,6.245
165.1,1.097,1.623,1.341,6.245
165.2,1.097,1.622,1.341,6.245
165.3,1.096,1.62,1.341,6.245
165.4,1.096,1.618,1.342,6.245
165.5,1.097,1.616,1.342,6.245
165.6,1.097,1.616,1.342,6.245
165.7,1.098,1.616,1.342,6.245
165.8,1.099,1.618,1.342,6.245
165.9,1.1,1.62,1.343,6.245
166.0,1.1,1.623,1.343,6.245
166.1,1.1,1.625,1.344,6.245
166.2,1.1,1.627,1.345,6.245
166.3,1.099,1.628,1.346,6.245
166.4,1.099,1.628,1.347,6.245
166.5,1.098,1.627,1.346,6.246
166.6,1.098,1.625,1.345,6.246
166.7,1.098,1.623,1.344,6.247
166.8,1.098,1.621,1.343,6.248
166.9,1.099,1.62,1.341,6.25
167.0,1.1,1.62,1.338,6.252
167.1,1.1,1.62,1.336,6.254
167.2,1.101,1.621,1.334,6.257
167.3,1.101,1.622,1.334,6.26
167.4,1.1,1.623,1.336,6.264
167.5,1.1,1.623,1.338,6.267
167.6,1.099,1.623,1.34,6.269
167.7,1.099,1.622,1.341,6.271
167.8,1.099,1.621,1.342,6.272
167.9,1.1,1.62,1.343,6.273
168.0,1.101,1.62,1.343,6.274
168.1,1.101,1.62,1.343,6.274
168.2,1.102,1.621,1.342,6.274
168.3,1.102,1.622,1.341,6.274
168.4,1.102,1.622,1.34,6.274
168.5,1.101,1.623,1.341,6.274
168.6,1.101,1.623,1.342,6.274
168.7,1.1,1.622,1.343,6.275
168.8,1.1,1.621,1.344,6.275
168.9,1.1,1.62,1.344,6.275
169.0,1.1,1.619,1.344,6.275
169.1,1.101,1.619,1.343,6.275
169.2,1.101,1.62,1.343,6.275
169.3,1.102,1.62,1.342,6.275
169.4,1.102,1.622,1.341,6.275
169.5,1.102,1.623,1.341,6.276
169.6,1.101,1.623,1.341,6.277
169.7,1.101,1.623,1.342,6.277
169.8,1.1,1.623,1.342,6.278
169.9,1.1,1.622,1.342,6.278
170.0,1.1,1.621,1.342,6.278
170.1,1.1,1.62,1.342,6.278
170.2,1.1,1.619,1.342,6.278
170.3,1.101,1.619,1.341,6.278
170.4,1.102,1.62,1.34,6.278
170.5,1.102,1.621,1.34,6.278
170.6,1.102,1.622,1.34,6.278
170.7,1.102,1.622,1.341,6.278
170.8,1.101,1.622,1.343,6.279
170.9,1.1,1.622,1.344,6.279
171.0,1.1,1.621,1.345,6.28
171.1,1.099,1.62,1.346,6.28
171.2,1.099,1.619,1.346,6.28
171.3,1.1,1.618,1.345,6.28
171.4,1.101,1.618,1.345,6.28
171.5,1.102,1.619,1.343,6.28
171.6,1.102,1.62,1.342,6.28
171.7,1.102,1.622,1.341,6.281
171.8,1.102,1.623,1.341,6.282
171.9,1.102,1.624,1.342,6.284
172.0,1.101,1.624,1.343,6.285
172.1,1.1,1.623,1.344,6.28
172.2,1.1,1.622,1.344,6.265
172.3,1.1,1.62,1.345,6.242
172.4,1.101,1.619,1.344,6.21
172.5,1.101,1.618,1.344,6.172
172.6,1.102,1.618,1.343,6.128
172.7,1.102,1.618,1.342,6.078
172.8,1.103,1.62,1.341,6.023
172.9,1.103,1.62,1.34,5.963
173.0,1.102,1.621,1.341,5.9
173.1,1.102,1.621,1.342,5.833
173.2,1.101,1.621,1.342,5.763
173.3,1.101,1.62,1.342,5.689
173.4,1.101,1.619,1.343,5.613
173.5,1.1,1.619,1.342,5.535
173.6,1.1,1.618,1.342,5.454
173.7,1.1,1.619,1.341,5.372
173.8,1.101,1.619,1.341,5.288
173.9,1.101,1.62,1.34,5.203
174.0,1.099,1.621,1.34,5.117
174.1,1.091,1.62,1.341,5.03
174.2,0.919,1.995,1.618,1.343
174.3,0.942,1.998,1.614,1.343
174.4,0.963,2.002,1.608,1.343
174.5,0.982,2.007,1.602,1.341
174.6,1.0,2.012,1.595,1.339
174.7,1.015,2.017,1.588,1.34
174.8,1.028,2.022,1.58,1.346
174.9,1.04,2.027,1.573,1.36
175.0,1.051,2.031,1.566,1.387
175.1,1.06,2.034,1.56,1.428
175.2,1.061,2.037,1.555,1.487
175.3,1.063,2.038,1.552,1.564
175.4,1.064,2.031,1.557,1.66
175.5,1.066,2.023,1.562,1.774
175.6,1.068,2.016,1.568,1.903
175.7,1.069,2.008,1.574,2.046
175.8,1.071,2.0,1.58,2.2
175.9,1.073,1.992,1.586,2.362
176.0,1.074,1.984,1.592,2.529
176.1,1.076,1.976,1.597,2.698
176.2,1.078,1.969,1.603,2.867
176.3,1.079,1.962,1.608,3.032
176.4,1.069,1.959,1.614,3.193
176.5,1.058,1.957,1.618,3.346
176.6,1.046,1.957,1.623,3.49
176.7,1.035,1.958,1.627,3.623
176.8,1.024,1.96,1.631,3.744
176.9,1.014,1.965,1.634,3.853
177.0,1.005,1.971,1.637,3.95
177.1,0.997,1.979,1.639,4.033
177.2,0.992,1.988,1.641,4.103
177.3,0.987,1.998,1.642,4.16
177.4,0.984,2.009,1.642,4.204
177.5,0.982,2.019,1.642,4.235
177.6,0.981,2.029,1.642,4.255
177.7,0.98,2.037,1.64,4.263
177.8,0.98,2.044,1.637,4.26
177.9,0.98,2.049,1.633,4.247
178.0,0.98,2.052,1.627,4.224
178.1,0.98,2.053,1.618,4.194
178.2,0.979,2.053,1.605,4.156
178.3,0.979,2.05,1.589,4.113
178.4,0.978,2.046,1.569,4.065
178.5,0.976,2.04,1.545,4.015
178.6,0.974,2.032,1.515,3.963
178.7,0.971,2.023,1.481,3.911
178.8,0.968,2.012,1.442,3.862
178.9,0.964,2.0,1.399,3.816
179.0,0.959,1.987,1.352,3.775
179.1,0.954,1.974,1.301,3.74
179.2,0.949,1.959,1.246,3.713
179.3,0.943,1.944,1.187,3.695
179.4,0.937,1.928,1.13,3.682
179.5,0.93,1.909,1.078,3.677
179.6,0.923,1.886,1.031,3.677
179.7,0.915,1.861,0.988,3.685
179.8,0.907,1.834,0.951,3.699
179.9,0.898,1.805,0.917,3.72
180.0,0.888,1.774,0.888,3.748
180.1,0.877,1.742,0.864,3.783
180.2,0.866,1.709,0.843,3.825
180.3,0.855,1.678,0.825,3.873
180.4,0.843,1.648,0.809,3.928
180.5,0.83,1.62,0.796,3.99
180.6,0.818,1.595,0.789,4.053
180.7,0.806,1.572,0.788,4.117
180.8,0.794,1.551,0.792,4.182
180.9,0.783,1.534,0.8,4.248
181.0,0.773,1.52,0.81,4.315
181.1,0.763,1.509,0.823,4.382
181.2,0.755,1.502,0.838,4.45
181.3,0.747,1.498,0.854,4.518
181.4,0.74,1.498,0.87,4.585
181.5,0.735,1.501,0.886,4.653
181.6,0.731,1.507,0.902,4.719
181.7,0.728,1.518,0.917,4.784
181.8,0.727,1.531,0.932,4.843
181.9,0.727,1.548,0.946,4.896
182.0,0.729,1.567,0.958,4.944
182.1,0.732,1.588,0.969,4.986
182.2,0.737,1.611,0.977,5.024
182.3,0.743,1.634,0.983,5.057
182.4,0.75,1.658,0.988,5.087
182.5,0.758,1.682,0.992,5.112
182.6,0.766,1.705,0.995,5.134
182.7,0.775,1.728,0.997,5.153
182.8,0.784,1.75,0.998,5.168
182.9,0.794,1.77,0.999,5.181
183.0,0.803,1.789,0.999,5.191
183.1,0.812,1.806,0.998,5.198
183.2,0.821,1.821,0.997,5.204
183.3,0.83,1.832,0.995,5.207
183.4,0.838,1.842,0.992,5.209
183.5,0.846,1.849,0.989,5.21
183.6,0.852,1.854,0.989,5.21
183.7,0.859,1.857,0.991,5.211
183.8,0.864,1.859,0.994,5.212
183.9,0.87,1.86,0.998,5.212
184.0,0.875,1.86,1.003,5.213
184.1,0.879,1.859,1.008,5.213
184.2,0.883,1.859,1.014,5.214
184.3,0.885,1.858,1.019,5.214
184.4,0.887,1.858,1.024,5.215
184.5,0.889,1.861,1.029,5.215
184.6,0.891,1.866,1.034,5.216
184.7,0.893,1.875,1.039,5.216
184.8,0.896,1.886,1.043,5.216
184.9,0.901,1.901,1.046,5.216
185.0,0.905,1.917,1.049,5.216
185.1,0.91,1.932,1.052,5.216
185.2,0.914,1.948,1.055,5.216
185.3,0.919,1.964,1.058,5.216
185.4,0.924,1.98,1.061,5.217
185.5,0.928,1.995,1.064,5.218
185.6,0.934,2.01,1.067,5.22
185.7,0.939,2.025,1.071,5.223
185.8,0.945,2.04,1.075,5.228
185.9,0.952,2.053,1.08,5.231
186.0,0.958,2.066,1.085,5.234
186.1,0.964,2.077,1.089,5.236
186.2,0.97,2.088,1.092,5.237
186.3,0.976,2.097,1.094,5.238
186.4,0.982,2.106,1.094,5.238
186.5,0.987,2.112,1.094,5.239
186.6,0.992,2.118,1.093,5.239
186.7,0.997,2.123,1.091,5.239
186.8,1.002,2.127,1.09,5.239
186.9,1.007,2.131,1.09,5.239
187.0,1.011,2.136,1.091,5.239
187.1,1.016,2.143,1.092,5.239
187.2,1.02,2.152,1.094,5.239
187.3,1.024,2.161,1.094,5.239
187.4,1.027,2.172,1.095,5.239
187.5,1.031,2.182,1.096,5.239
187.6,1.034,2.192,1.096,5.24
187.7,1.038,2.202,1.096,5.24
187.8,1.041,2.212,1.097,5.241
187.9,1.044,2.22,1.097,5.242
188.0,1.048,2.228,1.098,5.242
188.1,1.051,2.235,1.099,5.243
188.2,1.055,2.24,1.1,5.243
188.3,1.06,2.245,1.1,5.243
188.4,1.064,2.248,1.099,5.243
188.5,1.067,2.251,1.099,5.243
188.6,1.07,2.254,1.098,5.243
188.7,1.072,2.256,1.097,5.243
188.8,1.074,2.258,1.096,5.243
188.9,1.074,2.26,1.096,5.244
189.0,1.075,2.263,1.096,5.245
189.1,1.076,2.266,1.096,5.246
189.2,1.078,2.271,1.098,5.247
189.3,1.081,2.275,1.099,5.248
189.4,1.083,2.279,1.1,5.248
189.5,1.086,2.281,1.101,5.248
189.6,1.088,2.283,1.101,5.248
189.7,1.089,2.284,1.101,5.248
189.8,1.091,2.285,1.101,5.248
189.9,1.091,2.286,1.1,5.248
190.0,1.091,2.286,1.099,5.249
190.1,1.091,2.285,1.098,5.249
190.2,1.091,2.284,1.098,5.25
190.3,1.091,2.284,1.098,5.251
190.4,1.091,2.284,1.098,5.251
190.5,1.092,2.284,1.099,5.251
190.6,1.092,2.285,1.099,5.252
190.7,1.093,2.285,1.099,5.252
190.8,1.093,2.286,1.099,5.252
190.9,1.093,2.287,1.099,5.252
191.0,1.093,2.288,1.099,5.252
191.1,1.094,2.289,1.099,5.252
191.2,1.094,2.29,1.099,5.252
191.3,1.094,2.291,1.1,5.253
191.4,1.095,2.291,1.1,5.253
191.5,1.095,2.292,1.101,5.253
191.6,1.096,2.292,1.102,5.253
191.7,1.097,2.293,1.102,5.253
191.8,1.097,2.293,1.102,5.253
191.9,1.098,2.293,1.101,5.253
192.0,1.098,2.293,1.101,5.253
192.1,1.097,2.294,1.1,5.254
192.2,1.097,2.294,1.1,5.254
192.3,1.097,2.294,1.099,5.255
192.4,1.097,2.295,1.099,5.257
192.5,1.098,2.296,1.099,5.259
192.6,1.099,2.296,1.1,5.26
192.7,1.1,2.297,1.1,5.261
192.8,1.101,2.297,1.101,5.262
192.9,1.101,2.297,1.101,5.262
193.0,1.102,2.298,1.102,5.262
193.1,1.101,2.297,1.101,5.262
193.2,1.101,2.297,1.101,5.262
193.3,1.1,2.297,1.1,5.262
193.4,1.099,2.297,1.099,5.262
193.5,1.099,2.296,1.099,5.262
193.6,1.099,2.296,1.099,5.263
193.7,1.099,2.295,1.1,5.263
193.8,1.099,2.295,1.1,5.264
193.9,1.1,2.295,1.1,5.265
194.0,1.1,2.295,1.101,5.266
194.1,1.1,2.295,1.101,5.258
194.2,1.1,2.295,1.101,5.241
194.3,1.099,2.295,1.101,5.216
194.4,1.099,2.295,1.1,5.185
194.5,1.099,2.295,1.1,5.148
194.6,1.098,2.295,1.1,5.106
194.7,1.098,2.295,1.1,5.059
194.8,1.099,2.296,1.1,5.008
194.9,1.1,2.296,1.1,4.954
195.0,1.102,2.295,1.1,4.895
195.1,1.103,2.293,1.101,4.832
195.2,1.103,2.291,1.101,4.764
195.3,1.103,2.289,1.101,4.693
195.4,1.103,2.286,1.101,4.619
195.5,1.102,2.284,1.1,4.541
195.6,1.101,2.281,1.099,4.461
195.7,1.1,2.28,1.098,4.379
195.8,1.099,2.279,1.097,4.295
195.9,1.099,2.279,1.097,4.209
196.0,1.099,2.28,1.098,4.121
196.1,1.099,2.281,1.098,4.032
196.2,1.099,2.283,1.099,4.031
196.3,1.102,2.287,1.102,4.032
196.4,1.107,2.295,1.11,4.032
196.5,1.116,2.308,1.127,4.034
196.6,1.127,2.328,1.155,4.036
196.7,1.14,2.357,1.199,4.038
196.8,1.156,2.398,1.26,4.041
196.9,1.174,2.45,1.341,4.044
197.0,1.193,2.516,1.441,4.048
197.1,1.214,2.596,1.56,4.052
197.2,1.236,2.69,1.695,4.056
197.3,1.259,2.797,1.844,4.061
197.4,1.282,2.916,2.005,4.066
197.5,1.306,3.044,2.174,4.071
197.6,1.33,3.18,2.348,4.077
197.7,1.353,3.322,2.526,4.082
197.8,1.376,3.466,2.704,4.088
197.9,1.396,3.611,2.881,4.093
198.0,1.413,3.753,3.052,4.098
198.1,1.426,3.892,3.218,4.104
198.2,1.436,4.026,3.374,4.109
198.3,1.442,4.153,3.521,4.113
198.4,1.443,4.273,3.657,4.116
198.5,1.44,4.385,3.78,4.118
198.6,1.434,4.488,3.891,4.119
198.7,1.425,4.582,3.989,4.12
198.8,1.413,4.666,4.073,4.12
198.9,1.4,4.74,4.143,4.119
199.0,1.386,4.805,4.199,4.119
199.1,1.373,4.86,4.241,4.118
199.2,1.361,4.906,4.271,4.117
199.3,1.35,4.942,4.289,4.115
199.4,1.341,4.97,4.295,4.113
199.5,1.333,4.989,4.289,4.111
199.6,1.327,5.002,4.273,4.108
199.7,1.322,5.008,4.247,4.105
199.8,1.318,5.009,4.211,4.102
199.9,1.315,5.006,4.168,4.099
200.0,1.314,4.999,4.117,4.097
