state,joint_action,q
A0:12:2:1|A1:3:0:1|A2:5:8:1|A3:2:4:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"1,2,3,0",0.0
A0:12:2:1|A1:3:0:1|A2:5:8:1|A3:2:4:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"2,1,0,1",0.0
A0:12:3:1|A1:4:0:1|A2:5:8:1|A3:2:4:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,2,1,3",0.0
A0:12:3:1|A1:4:0:1|A2:6:8:1|A3:2:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,0,3,3",0.0
A0:12:3:1|A1:4:0:1|A2:6:8:1|A3:2:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,0,2,2",0.0
A0:12:3:1|A1:4:0:1|A2:6:8:1|A3:2:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,2,2,3",0.0
A0:12:3:1|A1:4:0:1|A2:6:8:1|A3:2:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,2,2,0",0.0
A0:12:3:1|A1:4:0:1|A2:6:8:1|A3:2:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,3,0,0",0.0
A0:12:3:1|A1:4:0:1|A2:6:8:1|A3:2:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,3,1,3",0.0
A0:12:3:1|A1:4:0:1|A2:6:8:1|A3:2:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,2,3,1",0.0
A0:12:3:1|A1:4:0:1|A2:6:8:1|A3:2:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,3,0,3",0.0
A0:12:3:1|A1:4:0:1|A2:6:8:1|A3:2:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,3,0,1",0.0
A0:12:3:1|A1:4:0:1|A2:6:8:1|A3:2:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,2,1,1",0.0
A0:12:3:1|A1:4:0:1|A2:6:8:1|A3:3:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,2,0,0",0.0
A0:11:3:1|A1:5:0:1|A2:6:7:1|A3:3:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"2,3,1,3",0.0
A0:11:3:1|A1:5:0:1|A2:6:7:1|A3:3:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,0,0,1",0.0
A0:11:3:1|A1:5:0:1|A2:6:7:1|A3:3:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,2,2,2",0.0
A0:11:3:1|A1:5:0:1|A2:6:7:1|A3:3:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"2,2,0,1",0.0
A0:11:3:1|A1:5:0:1|A2:6:7:1|A3:3:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,1,2,1",0.0
A0:11:3:1|A1:5:0:1|A2:6:7:1|A3:3:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,1,0,3",0.0
A0:11:3:1|A1:5:0:1|A2:6:7:1|A3:3:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,1,0,2",0.0
A0:11:3:1|A1:5:0:1|A2:6:7:1|A3:3:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,1,0,0",0.0
A0:11:3:1|A1:5:0:1|A2:6:7:1|A3:3:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"2,1,0,1",0.0
A0:11:4:1|A1:5:0:1|A2:6:7:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,2,3,3",0.0
A0:11:4:1|A1:4:0:1|A2:6:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,2,1,0",0.0
A0:11:4:1|A1:4:0:1|A2:6:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,2,0,0",0.0
A0:11:4:1|A1:4:0:1|A2:6:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,2,1,2",0.0
A0:11:4:1|A1:4:0:1|A2:6:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,2,2,0",0.0
A0:11:4:1|A1:4:0:1|A2:6:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,3,2,1",0.0
A0:11:4:1|A1:4:0:1|A2:6:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"2,2,2,0",0.0
A0:11:4:1|A1:4:0:1|A2:6:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"1,0,0,0",0.0
A0:11:4:1|A1:4:0:1|A2:6:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"1,0,3,2",0.0
A0:11:4:1|A1:4:0:1|A2:6:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"2,2,1,2",0.0
A0:11:4:1|A1:4:0:1|A2:6:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,1,1,1",0.0
A0:11:4:1|A1:3:0:1|A2:6:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,0,2,2",0.0
A0:10:4:1|A1:3:0:1|A2:5:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,1,3,1",0.0
A0:10:4:1|A1:3:0:1|A2:5:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,1,2,3",0.0
A0:10:4:1|A1:3:0:1|A2:5:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"1,1,0,3",0.0
A0:10:4:1|A1:3:0:1|A2:5:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,3,2,1",0.0
A0:10:4:1|A1:3:0:1|A2:5:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,0,2,0",0.0
A0:10:4:1|A1:3:0:1|A2:5:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"2,3,2,1",0.0
A0:10:4:1|A1:3:0:1|A2:5:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,3,3,1",0.0
A0:10:4:1|A1:3:0:1|A2:5:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"1,0,1,3",0.0
A0:10:4:1|A1:3:0:1|A2:5:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"2,2,0,2",0.0
A0:10:4:1|A1:3:0:1|A2:5:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"1,2,2,0",0.0
A0:10:4:1|A1:4:0:1|A2:5:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,1,3,1",0.0
A0:9:4:1|A1:4:0:1|A2:4:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,2,2,1",0.0
A0:9:4:1|A1:4:0:1|A2:4:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,1,0,2",0.0
A0:9:4:1|A1:4:0:1|A2:4:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"2,3,0,1",0.0
A0:9:4:1|A1:4:0:1|A2:4:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,2,0,3",0.0
A0:9:4:1|A1:4:0:1|A2:4:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"1,1,2,0",0.0
A0:9:4:1|A1:4:0:1|A2:4:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"2,1,2,0",0.0
A0:9:4:1|A1:4:0:1|A2:4:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"2,2,0,3",0.0
A0:9:4:1|A1:4:0:1|A2:4:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,1,2,0",0.0
A0:9:4:1|A1:4:0:1|A2:4:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"2,0,2,2",0.0
A0:9:4:1|A1:4:0:1|A2:4:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,1,3,2",0.0
A0:9:4:1|A1:4:0:1|A2:3:8:1|A3:4:5:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,3,1,2",0.0
A0:8:4:1|A1:4:1:1|A2:3:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"1,1,3,1",0.0
A0:8:4:1|A1:4:1:1|A2:3:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"1,1,1,3",0.0
A0:8:4:1|A1:4:1:1|A2:3:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"2,0,3,2",0.0
A0:8:4:1|A1:4:1:1|A2:3:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"3,2,3,3",0.0
A0:8:4:1|A1:4:1:1|A2:3:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:0|P6:2:7:3:0|P7:10:6:1:0,"0,2,3,3",0.1
A0:8:4:2|A1:4:1:1|A2:3:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,3,0,3",0.0
A0:8:4:2|A1:4:1:1|A2:3:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,0,2,1",0.0
A0:8:4:2|A1:4:1:1|A2:3:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,3,0,1",0.0
A0:8:4:2|A1:4:1:1|A2:3:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,3,3,2",0.0
A0:8:4:2|A1:4:1:1|A2:3:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,2,2,3",0.0
A0:8:4:2|A1:4:1:1|A2:4:8:1|A3:4:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,1,3,3",0.0
A0:7:4:2|A1:5:1:1|A2:4:8:1|A3:5:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,3,3,1",0.0
A0:7:4:2|A1:5:1:1|A2:4:8:1|A3:5:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,2,3,3",0.0
A0:7:4:2|A1:5:1:1|A2:4:8:1|A3:5:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,3,0,0",0.0
A0:7:4:2|A1:5:1:1|A2:4:8:1|A3:5:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,1,0,2",0.0
A0:7:4:2|A1:5:1:1|A2:4:8:1|A3:5:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,2,0,3",0.0
A0:7:4:2|A1:5:1:1|A2:4:8:1|A3:5:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,1,2,1",0.0
A0:7:4:2|A1:5:1:1|A2:4:8:1|A3:5:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,1,1,0",0.0
A0:7:4:2|A1:5:1:1|A2:4:8:1|A3:5:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,2,3,1",0.0
A0:7:4:2|A1:5:1:1|A2:4:8:1|A3:5:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,0,2,2",0.0
A0:7:4:2|A1:5:1:1|A2:4:8:1|A3:5:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,1,1,0",0.0
A0:7:3:2|A1:5:1:1|A2:3:8:1|A3:5:6:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,2,2,1",0.0
A0:7:3:2|A1:5:0:1|A2:3:8:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,3,0,1",0.0
A0:7:3:2|A1:5:0:1|A2:3:8:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,3,0,3",0.0
A0:7:3:2|A1:5:0:1|A2:3:8:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,3,3,2",0.0
A0:7:3:2|A1:5:0:1|A2:3:8:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,1,1,2",0.0
A0:7:3:2|A1:5:0:1|A2:3:8:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,1,2,2",0.0
A0:7:3:2|A1:5:0:1|A2:3:8:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,3,1,2",0.0
A0:7:3:2|A1:5:0:1|A2:3:8:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,0,3,1",0.0
A0:7:3:2|A1:5:0:1|A2:3:8:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,0,3,2",0.0
A0:7:3:2|A1:5:0:1|A2:3:8:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,2,1,0",0.0
A0:7:3:2|A1:5:0:1|A2:3:8:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,2,0,0",0.0
A0:7:3:2|A1:5:0:1|A2:3:8:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,0,2,2",0.0
A0:8:3:2|A1:6:0:1|A2:3:7:1|A3:4:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,1,2,1",0.0
A0:8:3:2|A1:6:0:1|A2:3:7:1|A3:4:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,1,2,0",0.0
A0:8:3:2|A1:6:0:1|A2:3:7:1|A3:4:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,1,2,0",0.0
A0:8:3:2|A1:6:0:1|A2:3:7:1|A3:4:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,0,1,1",0.0
A0:8:3:2|A1:6:0:1|A2:3:7:1|A3:4:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,0,3,3",0.0
A0:8:3:2|A1:6:0:1|A2:3:7:1|A3:4:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,1,1,0",0.0
A0:8:3:2|A1:6:0:1|A2:3:7:1|A3:4:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,3,2,2",0.0
A0:8:3:2|A1:6:0:1|A2:3:7:1|A3:4:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,0,2,3",0.0
A0:8:3:2|A1:6:0:1|A2:3:7:1|A3:4:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,1,3,3",0.0
A0:8:3:2|A1:6:0:1|A2:3:7:1|A3:4:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,2,2,1",0.0
A0:8:4:2|A1:6:0:1|A2:3:7:1|A3:4:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,0,0,1",0.0
A0:8:4:2|A1:6:1:1|A2:3:6:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,2,3,0",0.0
A0:8:4:2|A1:6:1:1|A2:3:6:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,2,2,0",0.0
A0:8:4:2|A1:6:1:1|A2:3:6:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,0,3,3",0.0
A0:8:4:2|A1:6:1:1|A2:3:6:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,0,2,2",0.0
A0:8:4:2|A1:6:1:1|A2:3:6:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,0,1,3",0.0
A0:8:4:2|A1:6:1:1|A2:3:6:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,3,1,3",0.0
A0:8:4:2|A1:6:1:1|A2:3:6:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,0,3,2",0.0
A0:8:4:2|A1:6:1:1|A2:3:6:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,2,0,1",0.0
A0:8:4:2|A1:6:1:1|A2:3:6:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,1,1,0",0.0
A0:8:4:2|A1:6:1:1|A2:3:6:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,2,2,2",0.0
A0:8:4:2|A1:6:1:1|A2:3:6:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,1,3,3",0.0
A0:8:5:2|A1:7:1:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,3,1,1",0.0
A0:8:5:2|A1:7:1:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,2,0,3",0.0
A0:8:5:2|A1:7:1:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,0,0,3",0.0
A0:8:5:2|A1:7:1:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,0,3,0",0.0
A0:8:5:2|A1:7:1:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,1,0,0",0.0
A0:8:5:2|A1:7:1:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,1,2,1",0.0
A0:8:5:2|A1:7:1:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,1,2,2",0.0
A0:8:5:2|A1:7:1:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,0,2,2",0.0
A0:8:5:2|A1:7:1:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,3,0,2",0.0
A0:8:5:2|A1:7:1:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,2,2,2",0.0
A0:8:5:2|A1:7:1:1|A2:2:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,1,0,3",0.0
A0:8:4:2|A1:7:0:1|A2:2:5:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,2,0,1",0.0
A0:8:4:2|A1:7:0:1|A2:2:5:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,2,2,0",0.0
A0:8:4:2|A1:7:0:1|A2:2:5:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,2,3,2",0.0
A0:8:4:2|A1:7:0:1|A2:2:5:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,3,2,0",0.0
A0:8:4:2|A1:7:0:1|A2:2:5:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,0,1,1",0.0
A0:8:4:2|A1:7:0:1|A2:2:5:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,3,3,0",0.0
A0:8:4:2|A1:7:0:1|A2:2:5:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,1,2,3",0.0
A0:8:4:2|A1:7:0:1|A2:2:5:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,2,2,1",0.0
A0:8:4:2|A1:7:0:1|A2:2:5:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,0,2,0",0.0
A0:8:4:2|A1:7:0:1|A2:2:5:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,2,0,2",0.0
A0:8:3:2|A1:7:0:1|A2:3:5:1|A3:5:7:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,0,0,2",0.0
A0:8:3:2|A1:8:0:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,2,1,1",0.0
A0:8:3:2|A1:8:0:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,1,2,2",0.0
A0:8:3:2|A1:8:0:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,0,1,3",0.0
A0:8:3:2|A1:8:0:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,0,0,0",0.0
A0:8:3:2|A1:8:0:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,2,1,3",0.0
A0:8:3:2|A1:8:0:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,0,2,2",0.0
A0:8:3:2|A1:8:0:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,1,0,2",0.0
A0:8:3:2|A1:8:0:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,2,2,0",0.0
A0:8:3:2|A1:8:0:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,3,0,2",0.0
A0:8:3:2|A1:8:0:1|A2:3:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"3,0,2,1",0.0
A0:8:4:2|A1:8:0:1|A2:2:5:1|A3:5:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,1,1,1",0.0
A0:8:4:2|A1:8:1:1|A2:2:5:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,0,2,1",0.0
A0:8:4:2|A1:8:1:1|A2:2:5:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,2,0,0",0.0
A0:8:4:2|A1:8:1:1|A2:2:5:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"2,3,0,3",0.0
A0:8:4:2|A1:8:1:1|A2:2:5:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"1,3,2,3",0.0
A0:8:4:2|A1:8:1:1|A2:2:5:1|A3:4:8:1$P4:5:5:2:0|P5:8:3:1:1|P6:2:7:3:0|P7:10:6:1:0,"0,1,0,0",0.0
